Downregulated,Upregulated
ENSMUSG00000020482,ENSMUSG00000045502
ENSMUSG00000020888,ENSMUSG00000020732
ENSMUSG00000059040,ENSMUSG00000062488
ENSMUSG00000040466,ENSMUSG00000118383
ENSMUSG00000036561,ENSMUSG00000040711
ENSMUSG00000050732,ENSMUSG00000041481
ENSMUSG00000074802,ENSMUSG00000005800
ENSMUSG00000059834,ENSMUSG00000001020
ENSMUSG00000006281,ENSMUSG00000049892
ENSMUSG00000040813,ENSMUSG00000041930
ENSMUSG00000021211,ENSMUSG00000105941
ENSMUSG00000025583,ENSMUSG00000072620
ENSMUSG00000026709,ENSMUSG00000005237
ENSMUSG00000026966,ENSMUSG00000043079
ENSMUSG00000026000,ENSMUSG00000031825
ENSMUSG00000038383,ENSMUSG00000117628
ENSMUSG00000065979,ENSMUSG00000121727
ENSMUSG00000040413,ENSMUSG00000046688
ENSMUSG00000028690,ENSMUSG00000002983
ENSMUSG00000097320,ENSMUSG00000042607
ENSMUSG00000027678,ENSMUSG00000054598
ENSMUSG00000038280,ENSMUSG00000021367
ENSMUSG00000002107,ENSMUSG00000052270
ENSMUSG00000035078,ENSMUSG00000104728
ENSMUSG00000091264,ENSMUSG00000030107
ENSMUSG00000098050,ENSMUSG00000001473
ENSMUSG00000033533,ENSMUSG00000029082
ENSMUSG00000035234,ENSMUSG00000041313
ENSMUSG00000020739,ENSMUSG00000037876
ENSMUSG00000042055,ENSMUSG00000098132
ENSMUSG00000009681,ENSMUSG00000030786
ENSMUSG00000040029,ENSMUSG00000022863
ENSMUSG00000042302,ENSMUSG00000015312
ENSMUSG00000025626,ENSMUSG00000030427
ENSMUSG00000030282,ENSMUSG00000027230
ENSMUSG00000035765,ENSMUSG00000038600
ENSMUSG00000002475,ENSMUSG00000085894
ENSMUSG00000022210,ENSMUSG00000006724
ENSMUSG00000090145,ENSMUSG00000048852
ENSMUSG00000048379,ENSMUSG00000029659
ENSMUSG00000032624,ENSMUSG00000110218
ENSMUSG00000040548,ENSMUSG00000038729
ENSMUSG00000005505,ENSMUSG00000022584
ENSMUSG00000038332,ENSMUSG00000047109
ENSMUSG00000005881,ENSMUSG00000083397
ENSMUSG00000041115,ENSMUSG00000049303
ENSMUSG00000021482,ENSMUSG00000121795
ENSMUSG00000051557,ENSMUSG00000032369
ENSMUSG00000018995,ENSMUSG00000028211
ENSMUSG00000020515,ENSMUSG00000020431
ENSMUSG00000021051,ENSMUSG00000055602
ENSMUSG00000021518,ENSMUSG00000059864
ENSMUSG00000036591,ENSMUSG00000090698
ENSMUSG00000024845,ENSMUSG00000015134
ENSMUSG00000027367,ENSMUSG00000045667
ENSMUSG00000035781,ENSMUSG00000028268
ENSMUSG00000024947,ENSMUSG00000092283
ENSMUSG00000035754,ENSMUSG00000026822
ENSMUSG00000004071,ENSMUSG00000027907
ENSMUSG00000001150,ENSMUSG00000020077
ENSMUSG00000029071,ENSMUSG00000074896
ENSMUSG00000022450,ENSMUSG00000058897
ENSMUSG00000059422,ENSMUSG00000059657
ENSMUSG00000040818,ENSMUSG00000034686
ENSMUSG00000002731,ENSMUSG00000021461
ENSMUSG00000039783,ENSMUSG00000110010
ENSMUSG00000010048,ENSMUSG00000041773
ENSMUSG00000020949,ENSMUSG00000087008
ENSMUSG00000029238,ENSMUSG00000026875
ENSMUSG00000029036,ENSMUSG00000087684
ENSMUSG00000036099,ENSMUSG00000036067
ENSMUSG00000120166,ENSMUSG00000038059
ENSMUSG00000009112,ENSMUSG00000012428
ENSMUSG00000120732,ENSMUSG00000018648
ENSMUSG00000037552,ENSMUSG00000020641
ENSMUSG00000056014,ENSMUSG00000020108
ENSMUSG00000034377,ENSMUSG00000020227
ENSMUSG00000032462,ENSMUSG00000042677
ENSMUSG00000037221,ENSMUSG00000075012
ENSMUSG00000041849,ENSMUSG00000042622
ENSMUSG00000028247,ENSMUSG00000038179
ENSMUSG00000025144,ENSMUSG00000034459
ENSMUSG00000078695,ENSMUSG00000043953
ENSMUSG00000049957,ENSMUSG00000029377
ENSMUSG00000034201,ENSMUSG00000085123
ENSMUSG00000020220,ENSMUSG00000039109
ENSMUSG00000056770,ENSMUSG00000036411
ENSMUSG00000066442,ENSMUSG00000017002
ENSMUSG00000028521,ENSMUSG00000025351
ENSMUSG00000040560,ENSMUSG00000029272
ENSMUSG00000048277,ENSMUSG00000024675
ENSMUSG00000073700,ENSMUSG00000016496
ENSMUSG00000021012,ENSMUSG00000028883
ENSMUSG00000030649,ENSMUSG00000035352
ENSMUSG00000006301,ENSMUSG00000040473
ENSMUSG00000035203,ENSMUSG00000024486
ENSMUSG00000069727,ENSMUSG00000039699
ENSMUSG00000057672,ENSMUSG00000082292
ENSMUSG00000015165,ENSMUSG00000044646
ENSMUSG00000061410,ENSMUSG00000099974
ENSMUSG00000017188,ENSMUSG00000120225
ENSMUSG00000008763,ENSMUSG00000003762
ENSMUSG00000027709,ENSMUSG00000029298
ENSMUSG00000040661,ENSMUSG00000100121
ENSMUSG00000073792,ENSMUSG00000015533
ENSMUSG00000032396,ENSMUSG00000024810
ENSMUSG00000058979,ENSMUSG00000045730
,ENSMUSG00000034675
,ENSMUSG00000078238
,ENSMUSG00000025804
,ENSMUSG00000020429
,ENSMUSG00000042265
,ENSMUSG00000114635
,ENSMUSG00000108378
,ENSMUSG00000071192
,ENSMUSG00000025161
,ENSMUSG00000085939
,ENSMUSG00000021125
,ENSMUSG00000102037
,ENSMUSG00000046733
,ENSMUSG00000032584
,ENSMUSG00000030413
,ENSMUSG00000034640
,ENSMUSG00000027555
,ENSMUSG00000049723
,ENSMUSG00000054855
,ENSMUSG00000086320
,ENSMUSG00000055298
,ENSMUSG00000121249
,ENSMUSG00000114432
,ENSMUSG00000021614
,ENSMUSG00000037872
,ENSMUSG00000030022
,ENSMUSG00000095609
,ENSMUSG00000042659
,ENSMUSG00000050271
,ENSMUSG00000099241
,ENSMUSG00000037035
,ENSMUSG00000098934
,ENSMUSG00000019979
,ENSMUSG00000054203
,ENSMUSG00000025172
,ENSMUSG00000026068
,ENSMUSG00000067780
,ENSMUSG00000050896
,ENSMUSG00000027995
,ENSMUSG00000024253
,ENSMUSG00000026073
,ENSMUSG00000022479
,ENSMUSG00000082676
,ENSMUSG00000015437
,ENSMUSG00000056054
,ENSMUSG00000027654
,ENSMUSG00000072663
,ENSMUSG00000047330
,ENSMUSG00000068606
,ENSMUSG00000109198
,ENSMUSG00000022952
,ENSMUSG00000063160
,ENSMUSG00000072244
,ENSMUSG00000015652
,ENSMUSG00000056071
,ENSMUSG00000104713
,ENSMUSG00000035692
,ENSMUSG00000046223
,ENSMUSG00000027368
,ENSMUSG00000028480
,ENSMUSG00000079363
,ENSMUSG00000121484
,ENSMUSG00000097113
,ENSMUSG00000038037
,ENSMUSG00000020407
,ENSMUSG00000018623
,ENSMUSG00000019850
,ENSMUSG00000033177
,ENSMUSG00000105504
,ENSMUSG00000037833
,ENSMUSG00000066361
,ENSMUSG00000041817
,ENSMUSG00000039328
,ENSMUSG00000035849
,ENSMUSG00000046031
,ENSMUSG00000003541
,ENSMUSG00000034855
,ENSMUSG00000022026
,ENSMUSG00000028525
,ENSMUSG00000120868
,ENSMUSG00000038917
,ENSMUSG00000051225
,ENSMUSG00000000982
,ENSMUSG00000023067
,ENSMUSG00000011008
,ENSMUSG00000037613
,ENSMUSG00000018930
,ENSMUSG00000035373
,ENSMUSG00000025746
,ENSMUSG00000027611
,ENSMUSG00000040809
,ENSMUSG00000026012
,ENSMUSG00000120878
,ENSMUSG00000044244
,ENSMUSG00000028270
,ENSMUSG00000026821
,ENSMUSG00000030142
,ENSMUSG00000040152
,ENSMUSG00000001131
,ENSMUSG00000061878
,ENSMUSG00000033508
,ENSMUSG00000000204
,ENSMUSG00000035385
,ENSMUSG00000026981
,ENSMUSG00000064246
,ENSMUSG00000035042
,ENSMUSG00000029352
,ENSMUSG00000016529
,ENSMUSG00000038587
,ENSMUSG00000071036
,ENSMUSG00000029417
,ENSMUSG00000021765
,ENSMUSG00000026580
,ENSMUSG00000050578
,ENSMUSG00000006403
,ENSMUSG00000031904
,ENSMUSG00000022126
,ENSMUSG00000037411
,ENSMUSG00000029321
,ENSMUSG00000032484
,ENSMUSG00000079014
,ENSMUSG00000058427
,ENSMUSG00000040328
,ENSMUSG00000051439
,ENSMUSG00000066363
,ENSMUSG00000040026
,ENSMUSG00000030111
